image	original_caption	shuffle_noun_and_adjectives	shuffle_trigrams	shuffle_words_within_trigrams
test/185404966.jpg	old man with black shirt throws hands up while sitting next to white woman and white man 	white shirt with black hands throws woman up while sitting next to old man and white man	white woman and hands up while old man with white man sitting next to black shirt throws	man old with shirt black throws up hands while sitting to next woman and white man white
test/185404966.jpg	a gray-haired man is sitting down with his arm stretched out 	a gray - haired arm is sitting down with his man stretched out	haired man is his arm stretched a gray- out sitting down with	gray- a haired is man sitting with down stretched his arm out
test/185404966.jpg	an older man is opening his arms wide and looking perplexed 	an wide arms is opening his man perplexed and looking older	looking perplexed arms wide and is opening his an older man	man an older opening is his wide and arms looking perplexed
test/185404966.jpg	a man in a gray shirt holds his hands in the air 	a air in a gray man holds his hands in the shirt	holds his hands a gray shirt in the air a man in	a man in shirt gray a holds hands his in the air
test/18638572.jpg	a young boy wearing a white tunic , white pants , and a yellow belt is standing on his left leg with his right leg extended in a karate pose 	a white karate wearing a white boy , left leg , and a young leg is standing on his yellow pose with his right belt extended in a pants tunic	is standing on a yellow belt a young boy leg extended in his left leg wearing a white tunic , white pants , and with his right a karate pose	boy young a a white wearing white , tunic and pants , belt yellow a on standing is left his leg his right with extended leg in pose a karate
test/18638572.jpg	one little boy working hard in his martial arts class 	one martial class working hard in his little boy arts	class his martial arts one little boy working hard in	one little boy in hard working arts his martial class
test/18638572.jpg	a child in a white karate outfit practicing a move	a outfit in a white move karate practicing a child	outfit practicing a move a child in a white karate	child in a white a karate a practicing outfit move
test/18638572.jpg	a young boy practices martial arts 	a young boy practices martial arts	practices martial arts a young boy	young boy a arts martial practices
test/18638572.jpg	a young child practicing karate 	a young karate practicing child	practicing karate a young child	child young a practicing karate
test/1874530310.jpg	three construction workers are digging a whole next to a wall in a field 	three construction field are digging a whole next to a workers in a wall	whole next to three construction workers a field are digging a a wall in	three workers construction a digging are to whole next a in wall field a
test/1874530310.jpg	three men wearing safety vests and doing yard work in a field 	three yard wearing field work and doing men safety in a vests	doing yard work three men wearing safety vests and in a field	men three wearing safety and vests work yard doing in a field
test/1874530310.jpg	three men in reflective vests doing yard work in a field 	three field in reflective work doing vests men in a yard	reflective vests doing a field yard work in three men in	men in three reflective vests doing yard in work a field
test/1874530310.jpg	three men in same colored vests are in the outdoors 	three outdoors in colored same vests are in the men	are in the outdoors same colored vests three men in	three men in colored vests same in the are outdoors
test/1874530310.jpg	three men work behind a short wall 	three wall work behind a short men	behind a short three men work wall	men three work behind short a wall
test/1881494074.jpg	a woman takes a picture of a baby wearing a pink hat while a man carries her 	a baby takes a woman of a hat wearing a pink picture while a man carries her	a baby wearing a woman takes a pink hat a picture of carries her while a man	a takes woman a of picture wearing baby a a pink hat man a while carries her
test/1881494074.jpg	a man is holding his baby while a woman takes a picture of the baby 	a woman is holding his baby while a picture takes a man of the baby	takes a picture a man is holding his baby while a woman of the baby	a man is his holding baby a woman while picture a takes baby of the
test/1881494074.jpg	a baby with a pink hat , held by a man in red and a woman in pink 	a baby with a pink red , held by a woman in man and a hat in pink	a baby with red and a a man in woman in pink a pink hat , held by	baby with a hat a pink held by , in man a red a and woman in pink
test/1881494074.jpg	a woman takes a photo of a baby being held by a man 	a baby takes a woman of a man being held by a photo	held by a a baby being a woman takes a photo of man	takes a woman photo of a baby being a a held by man
